,names,district,location,xaxis,yaxis,roomspace,orientation,numrooms,height,floors,owner,postdate,price,is_total,numbed,numdining,numbath,is_new,two_bathroom,decoration,is_subway_house,rent_period_month,deposit_1_pay_1,is_key,central_heating
342,蒲安北里 1室1厅 5000元,丰台,蒲黄榆,116.427644,39.872632,39,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,6,链家,7天前发布,5000,,1,1,1,0,0,0,1,0,0,1,1
343,整租 ·    北环里小区，精装一居室，家具家电齐全，可拎包入住,昌平,鼓楼大街,116.233676,40.231784999999995,41,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,5,链家,6天前发布,3300,1.0,1,1,1,1,0,0,1,0,0,1,1
344,美景东方 1室0厅 6500元,朝阳,华威桥,116.47638,39.875690999999996,51,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,21,链家,5天前发布,6500,,1,0,1,1,0,0,1,0,0,1,1
345,工体3号 1室1厅 12800元,东城,工体,116.449846,39.935249,102,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 2})",高楼层,17,链家,5天前发布,12800,,1,1,2,1,0,0,1,0,0,0,1
346,整租 · 北纬40度二期 东向一居室 户型方正 精装修,朝阳,望京,116.471754,40.02946,76,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,25,链家,6天前发布,8000,1.0,1,1,1,1,0,1,1,0,0,0,1
347,整租 · 天桥北里 1室1厅 5800元,西城,陶然亭,116.403304,39.891690999999994,55,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,7,链家,3天前发布,5800,1.0,1,1,1,1,0,0,1,0,0,1,1
348,南庭新苑北区 1室1厅 4000元,丰台,新宫,116.37544399999999,39.812496,50,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,15,链家,6天前发布,4000,,1,1,1,1,0,0,1,0,0,1,1
349,整租 · 永定门外景泰地铁边上，新小区精装一居，拎包入住。,东城,永定门,116.41185800000001,39.869364000000004,51,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,12,链家,5天前发布,5300,1.0,1,1,1,1,0,1,1,0,0,0,0
350,整租 · 工体西里 1室1厅 6500元,朝阳,工体,116.44963,39.932898,41,西南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,7,链家,4天前发布,6500,1.0,1,1,1,1,0,0,1,0,0,1,1
351,整租 · 巴克寓所 1室0厅 3400元,通州,果园,116.645523,39.893536,48,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",高楼层,6,链家,5天前发布,3400,1.0,1,0,1,1,0,0,1,0,0,1,1
352,望京路10号院 1室1厅 5000元,朝阳,望京,116.48091299999999,39.994393,45,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,16,链家,5天前发布,5000,,1,1,1,1,0,0,1,0,0,1,1
353,整租 ·   惠新西街南口地铁站附近 惠新里小区优质一居室,朝阳,惠新西街,116.425766,39.985931,47,西南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,17,链家,4天前发布,6200,1.0,1,1,1,1,0,1,1,0,0,1,1
354,世纪星 1室0厅 5300元,丰台,宋家庄,116.441493,39.863696000000004,47,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",低楼层,30,链家,4天前发布,5300,,1,0,1,1,0,0,1,0,0,0,1
355,10AM新坐标 1室0厅 5000元,朝阳,方庄,116.45053,39.874376,41,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",低楼层,29,链家,4天前发布,5000,,1,0,1,1,0,0,1,0,0,1,1
356,整租 · 舒至嘉园 1室1厅 8200元,海淀,西直门,116.356444,39.951941,75,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,19,链家,4天前发布,8200,1.0,1,1,1,1,0,0,1,0,0,1,1
357,整租 · 新源时代 1室1厅 3300元,大兴,天宫院,116.33316599999999,39.695231,62,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,14,链家,4天前发布,3300,1.0,1,1,1,1,0,1,1,0,0,1,1
358,整租 · 西现代城 1室0厅 4500元,石景山,杨庄,116.19629199999999,39.931247,41,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",高楼层,22,链家,4天前发布,4500,1.0,1,0,1,1,0,0,1,0,0,1,1
359,整租 · 和平街十三区 1室1厅 7000元,朝阳,和平里,116.432809,39.968579999999996,59,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,22,链家,4天前发布,7000,1.0,1,1,1,1,0,0,1,0,0,1,1
360,北京新天地一期 1室1厅 5500元,朝阳,常营,116.610923,39.919619,67,东北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,28,链家,4天前发布,5500,,1,1,1,1,0,0,1,0,0,1,1
361,整租 · 炫彩正规一居室  随时入住 看房方便,朝阳,望京,116.48458799999999,40.008404,56,东 西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,21,链家,4天前发布,7000,1.0,1,1,1,1,0,1,1,0,0,1,1
362,整租 · 展春园 1室1厅 6000元,海淀,五道口,116.349984,39.992769,44,南 北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,5,链家,4天前发布,6000,1.0,1,1,1,1,0,1,1,0,0,1,1
363,整租 ·   精装公寓，家具齐全，拎包入住，每周免费保洁一次,朝阳,石佛营,116.50383758545,39.930725097656,65,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,21,链家,3天前发布,8500,1.0,1,0,1,1,0,0,1,0,0,0,1
364,整租 · 新街坊 1室1厅 6300元,朝阳,北苑,116.42928899999998,40.040731,66,西北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,14,链家,3天前发布,6300,1.0,1,1,1,1,0,0,1,0,0,1,1
365,10AM新坐标 1室1厅 5500元,朝阳,方庄,116.45053,39.874376,50,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,29,链家,3天前发布,5500,,1,1,1,1,0,0,1,0,0,1,1
366,整租 ·   房子二次精装修品质高收纳空间合理有序拎包入住,朝阳,望京,116.467478,40.018459,60,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,28,链家,3天前发布,7800,1.0,1,1,1,1,0,1,1,0,0,1,1
367,整租 · 颐慧佳园 1室0厅 5700元,海淀,四季青,116.29413100000001,39.942343,39,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",高楼层,9,链家,3天前发布,5700,1.0,1,0,1,1,0,1,1,0,0,1,1
368,北京新天地一期 1室1厅 4500元,朝阳,常营,116.610923,39.919619,65,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,28,链家,3天前发布,4500,,1,1,1,1,0,0,1,0,0,1,1
369,整租 · 朝内小区一居室 长租  精装修 朝阳门 灯市口,东城,朝阳门内,116.436201,39.926105,47,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,6,链家,3天前发布,7000,1.0,1,1,1,1,0,0,1,0,0,1,1
370,整租 · 苏荷时代 1室1厅 4500元,通州,果园,116.6512,39.898185999999995,78,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,18,链家,3天前发布,4500,1.0,1,1,1,1,0,1,1,0,0,0,0
371,北蜂窝路15号院 1室1厅 6500元,海淀,军博,116.33413200000001,39.906876000000004,50,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,19,链家,3天前发布,6500,,1,1,1,1,0,0,1,0,0,1,1
372,整租 · 椿树园 1室1厅 6500元,西城,宣武门,116.385168,39.900453999999996,48,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,18,链家,2天前发布,6500,1.0,1,1,1,1,0,1,1,0,0,1,1
373,整租 ·   近地铁 有电梯 低楼层 精装 南向 一居室,朝阳,劲松,116.47206399999999,39.887679999999996,44,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,12,链家,2天前发布,5500,1.0,1,1,1,1,0,1,1,0,0,0,1
374,当代名筑 1室1厅 3300元,通州,梨园,116.67166399999999,39.895142,47,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,12,链家,2天前发布,3300,,1,1,1,1,0,0,1,0,0,0,1
375,整租 · 宝星国际二期 1室0厅 7500元,朝阳,望京,116.489254,40.006445,64,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,25,链家,2天前发布,7500,1.0,1,0,1,1,0,0,1,0,0,1,0
376,整租 ·   国贸双井富力城A区，保养好，免中介费看房,朝阳,双井,116.46549099999999,39.901678000000004,58,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,28,链家,2天前发布,8800,1.0,1,0,1,1,0,1,1,0,0,1,1
377,整租 ·   永旺对面精装一居室 拎包入住 生活方便,丰台,科技园区,116.30668600000001,39.824775,48,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,21,链家,2天前发布,4200,1.0,1,1,1,1,0,1,1,0,0,1,1
378,整租 ·   中海御鑫阁东向开间 随时看房 家具家电齐全,丰台,科技园区,116.30514299999999,39.825059,31,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",高楼层,20,链家,1天前发布,4200,1.0,1,0,1,1,0,1,1,0,0,0,1
379,整租 ·   北沙滩地铁站 中天国际北向开间 居住舒适,朝阳,南沙滩,116.37773700000001,40.012518,46,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,16,链家,2天前发布,5600,1.0,1,0,1,1,0,0,1,0,0,1,1
380,整租 ·   远洋天地精装一居室，拎包入住。,朝阳,四惠,116.498731,39.918076,81,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,16,链家,2天前发布,8500,1.0,1,1,1,1,0,0,1,0,0,1,1
381,整租 · 柏林爱乐二期 1室0厅 5900元,朝阳,常营,116.594801,39.928019,61,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",低楼层,24,链家,1天前发布,5900,1.0,1,0,1,1,0,1,1,0,0,0,1
382,那尔水晶城 1室1厅 4200元,大兴,枣园,116.345128,39.763661,77,南 北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,13,链家,2天前发布,4200,,1,1,1,1,0,0,1,0,0,1,0
383,整租 ·   东四环百子湾大成国际公寓高层南向开间出租,朝阳,百子湾,116.49954,39.904937,55,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,21,链家,2天前发布,6500,1.0,1,0,1,1,0,1,1,0,0,0,1
384,富顿 1室0厅 6500元,朝阳,劲松,116.469439,39.891382,39,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",高楼层,23,链家,1天前发布,6500,,1,0,1,1,0,0,1,0,0,1,1
385,整租 ·     中关村 苏州桥 立方庭 看房方便 跃层,海淀,苏州桥,116.315345,39.986669,34,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,10,链家,1天前发布,9500,1.0,1,1,1,1,0,0,1,0,0,1,1
386,整租 ·   万年花城二期 10号线首经贸站 拎包入住正规一居室,丰台,玉泉营,116.324979,39.852231,47,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,27,链家,1天前发布,5200,1.0,1,1,1,1,0,1,1,0,0,1,1
387,南新园 1室1厅 4800元,朝阳,华威桥,116.481385,39.874867,51,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,24,链家,1天前发布,4800,,1,1,1,1,0,0,1,0,0,1,1
388,整租 ·  东大桥三里屯华源之星精装两居室,朝阳,三里屯,116.45911299999999,39.934532,53,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,25,链家,1天前发布,8000,1.0,1,0,1,1,0,1,1,0,0,0,1
389,珠江骏景北区 1室1厅 5000元 跃层,丰台,西罗园,116.401854,39.861344,61,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 2})",低楼层,14,链家,1天前发布,5000,,1,1,2,1,0,0,1,0,0,1,1
390,整租 ·   精装开间，采光好，视野宽阔，适宜居家,朝阳,望京,116.48458799999999,40.008404,37,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,21,链家,1天前发布,6500,1.0,1,0,1,1,0,1,1,0,0,0,1
391,整租 · 蝶翠华庭 1室1厅 6800元,西城,广安门,116.33835400000001,39.901149,69,西北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,21,链家,1天前发布,6800,1.0,1,1,1,1,0,1,1,0,0,1,0
392,整租 ·   万象新天正规大一居室家具家电全齐出租,朝阳,常营,116.59891100000002,39.932527,68,东北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,15,链家,1天前发布,6000,1.0,1,1,1,1,0,1,1,0,0,1,1
393,天天家园 1室1厅 5600元,东城,永定门,116.41188500000001,39.870979999999996,67,西北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,11,链家,今天发布,5600,,1,1,1,1,0,0,1,0,0,0,0
394,整租 · 设计师广场 1室0厅 4000元,丰台,科技园区,116.29170800000001,39.844912,58,东北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,23,链家,今天发布,4000,1.0,1,0,1,1,0,1,1,0,0,0,1
395,樱桃头条精装修婚房半地下 近牛街,西城,白纸坊,116.36861200000001,39.888655,53,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",地下室,7,链家,26天前发布,5500,,1,1,1,0,0,0,1,0,0,1,1
396,金融街 官园桥 平安里 朝南一居室,西城,官园,116.372374,39.935293,45,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",地下室,6,链家,26天前发布,6500,,1,1,1,0,0,0,1,0,0,1,1
397,金鱼池西区 1室1厅 5300元,东城,天坛,116.41383799999998,39.895714,46,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",地下室,7,链家,8天前发布,5300,,1,1,1,0,0,0,1,0,0,1,0
398,整租 · 首开知语城 南向一居室 有钥匙 随时看房,朝阳,望京,116.46671599999999,40.002198,82,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,13,链家,29天前发布,8900,1.0,1,1,1,0,0,1,1,0,0,1,1
399,八里庄北里 1室1厅 4700元,海淀,定慧寺,116.298736,39.934527,40,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,6,链家,1个月前发布,4700,,1,1,1,0,0,0,1,0,0,1,1
400,整租 ·  朝阳公园社区 碧湖居 精装修出租,朝阳,农展馆,116.480024,39.944528999999996,62,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,8,链家,1个月前发布,8500,1.0,1,1,1,0,0,1,1,0,0,1,1
401,屯三里 1室1厅 19000元,朝阳,工体,116.451076,39.94065,112,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,21,链家,1个月前发布,19000,,1,1,1,0,0,0,1,0,0,0,1
402,整租 ·   广渠门东环居苑南朝向整洁一居室,东城,广渠门,116.45208000000001,39.904621999999996,62,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,18,链家,1个月前发布,6200,1.0,1,1,1,0,0,0,1,0,0,1,1
403,安苑东里三区 1室1厅 6000元,朝阳,惠新西街,116.419527,39.992096999999994,48,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,6,链家,1个月前发布,6000,,1,1,1,0,0,0,1,0,0,1,1
404,整租 · 新壁街 1室2厅 8000元 跃层,西城,西单,116.388124,39.907788000000004,43,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 2, 'bath': 1})",高楼层,6,链家,1个月前发布,8000,1.0,1,2,1,0,0,1,1,0,0,1,0
405,邑上公馆 1室1厅 3400元,房山,长阳,116.18711699999999,39.753026,62,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,6,链家,1个月前发布,3400,,1,1,1,0,0,0,1,0,0,1,0
406,羊坊店路3号院 1室1厅 5100元,海淀,公主坟,116.32548899999999,39.911238,43,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,6,链家,1个月前发布,5100,,1,1,1,0,0,0,1,0,0,1,1
407,整租 ·  双井地铁站，精装一居，短租，拎包入住,朝阳,双井,116.46549099999999,39.901678000000004,63,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",高楼层,28,链家,1个月前发布,9500,1.0,1,0,1,0,0,1,1,0,0,0,1
408,黑窑厂东街 1室1厅 5300元,西城,陶然亭,116.389321,39.887190999999994,41,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,5,链家,1个月前发布,5300,,1,1,1,0,0,0,1,0,0,0,1
409,羊坊店路3号院 1室1厅 5800元,海淀,公主坟,116.32548899999999,39.911238,49,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,12,链家,1个月前发布,5800,,1,1,1,0,0,0,1,0,0,1,1
410,整租 ·   阜成门   阜成门外北街   朝东一居室,西城,阜成门,116.35055,39.929209,44,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,6,链家,1个月前发布,6500,1.0,1,1,1,0,0,1,1,0,0,0,1
411,整租 · 南苑北里三区 1室1厅 3500元,丰台,和义,116.403604,39.81446,43,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,6,链家,1个月前发布,3500,1.0,1,1,1,0,0,1,1,0,0,1,1
412,整租 ·   宝星国际二期精装修西向一居室靠谱出租,朝阳,望京,116.489254,40.006445,73,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,24,链家,1个月前发布,8800,1.0,1,1,1,0,0,1,1,0,0,1,0
413,慧忠北里第四社区 1室1厅 6200元,朝阳,亚运村,116.40737299999999,40.011061,63,西南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,25,链家,1个月前发布,6200,,1,1,1,0,0,0,1,0,0,1,1
414,DBC加州小镇 1室1厅 3500元,通州,临河里,116.68924399999999,39.873245000000004,65,南 北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,11,链家,28天前发布,3500,,1,1,1,0,0,0,1,0,0,1,0
415,珠江骏景南区 1室1厅 5000元,丰台,西罗园,116.40213999999999,39.857143,56,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,20,链家,1个月前发布,5000,,1,1,1,0,0,0,1,0,0,1,1
416,裕中东里 1室1厅 6000元,西城,马甸,116.399018,39.978141,39,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,6,链家,1个月前发布,6000,,1,1,1,0,0,0,1,0,0,1,1
417,西华经典 1室1厅 7500元,西城,牛街,116.367457,39.894847999999996,65,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,25,链家,1个月前发布,7500,,1,1,1,0,0,0,1,0,0,0,1
418,整租 ·   牛街 祥和家苑 精装修 朝北开间,西城,牛街,116.36956,39.889365000000005,54,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,24,链家,1个月前发布,6800,1.0,1,0,1,0,0,1,1,0,0,0,1
419,整租 ·   团结湖公寓，品质住房，享受温馨生活,朝阳,团结湖,116.47761299999999,39.934452,63,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",中楼层,20,链家,1个月前发布,8500,1.0,1,0,1,0,0,1,1,0,0,0,0
420,整租 · 国际港 1室1厅 9300元,朝阳,燕莎,116.464891,39.964349,71,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,23,链家,1个月前发布,9300,1.0,1,1,1,0,0,1,1,0,0,1,0
421,整租 ·   豪丽正规西向一居室，中高楼层，视野特别棒,朝阳,大望路,116.48326399999999,39.902287,69,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,15,链家,1个月前发布,11000,1.0,1,1,1,0,0,1,1,0,0,1,1
422,新宫地铁站精装修一居室  家具家电全新空置八个月,丰台,新宫,116.37544399999999,39.812496,50,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,15,链家,13天前发布,4200,,1,1,1,0,0,0,1,0,0,1,1
423,云立方 1室1厅 3650元,大兴,天宫院,116.32598899999999,39.686151,50,南 北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,21,链家,13天前发布,3650,,1,1,1,0,0,0,1,0,0,1,1
424,整租 ·   东三环 双井 低密度社区 正规一居室 拎包入住,朝阳,双井,116.474383,39.902184000000005,56,北,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",低楼层,9,链家,1个月前发布,8700,1.0,1,1,1,0,0,1,1,0,0,1,1
425,整租 · 左安浦园 1室1厅 5000元,东城,左安门,116.444673,39.880008000000004,58,东南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,14,链家,1个月前发布,5000,1.0,1,1,1,0,0,0,1,0,0,1,0
426,整租 ·   公主坟国海广场   朝东带电梯,海淀,公主坟,116.320668,39.913928999999996,80,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,27,链家,1个月前发布,9000,1.0,1,1,1,0,0,1,1,0,0,0,1
427,整租 · 康泽园 1室1厅 4500元,丰台,赵公口,116.41641499999999,39.847725,49,南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,6,链家,12天前发布,4500,1.0,1,1,1,0,0,0,1,0,0,1,1
428,整租 · 海晟名苑北区 1室0厅 8700元,东城,工体,116.448623,39.945062,48,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",高楼层,17,链家,1个月前发布,8700,1.0,1,0,1,0,0,1,1,0,0,1,1
429,整租 ·   朝阳门地铁 雅宝里 精装一居 中楼层 无遮挡 采光充足,朝阳,朝阳门外,116.44538100000001,39.92346,45,西,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",中楼层,6,链家,1个月前发布,6500,1.0,1,1,1,0,0,0,1,0,0,1,1
430,整租 · 朝阳门内 精装一居   拎包入住 可长租 低楼层,东城,朝阳门内,116.435822,39.933006,45,西南,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 0, 'bath': 1})",低楼层,6,链家,28天前发布,8500,1.0,1,0,1,0,0,1,1,0,0,0,1
431,整租 · 荣上居 1室1厅 7000元,海淀,中关村,116.34529099999999,39.985496999999995,52,东,"defaultdict(<class 'int'>, {'bed': 1, 'dining': 1, 'bath': 1})",高楼层,18,链家,29天前发布,7000,1.0,1,1,1,0,0,0,1,0,0,1,1
